Unique Drugs,Unique Targets,Drug Names,Target Name
NS(=O)(=O)c1ccccc1,P51955,BENZENESULFONAMIDE,Serine/threonine-protein kinase PLK1;
Nc1cccc(C(=O)O)c1,P51957,3-AMINOBENZOIC ACID,Death-associated protein kinase 1;
NCc1ccccc1,P52333,BENZYLAMINE,LIM domain kinase 1;
CC(C)OP(C)(=O)F,P53350,SARIN,LIM domain kinase 2;
COc1ccc(CC(C)N)cc1OC,P53355,"3,4-Dimethoxyamphetamine",Mitogen-activated protein kinase 10;
CC(C)NCC(=O)c1ccc(O)c(O)c1,P53667,121-28-8,Ephrin type-B receptor 3;
Oc1c2ccccc2c2c3c(cccc13)N=N2,P53671,129-56-6,Ephrin type-A receptor 4;
O=C(O)c1cc(-c2ccccc2)nc2ccccc12,P53779,Cinchophen,Hormonally up-regulated neu tumor-associated kinase;
Oc1ccc2ccccc2c1,P54753,2-NAPHTHOL,Serine/threonine-protein kinase SIK1;
Nc1nc2ccccc2s1,P54764,2-AMINOBENZOTHIAZOLE,Tubulin alpha-1A chain;
NS(=O)(=O)c1ccc(C(=O)O)cc1,P57058,4-Sulfamoylbenzoic acid,Casein kinase II subunit alpha;
CC(C)(C)CC(C)(C)c1ccc(O)cc1,P57059,4-tert-Octylphenol,Serine/threonine-protein kinase PknB;
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,P68370,pregnenolone,Cyclin-dependent kinase 3;
Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,P68400,Guanosine 5'-diphosphate,Cyclin-dependent kinase 5 {ECO:0000312|HGNC:HGNC:1774};
Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2,P9WI81,Cianidanol,Cyclin-dependent kinase 16;
c1ccc2[nH]ncc2c1,Q00526,1H-Indazole,Cyclin-dependent kinase 17;
Cc1cc(C(=O)O)n[nH]1,Q00535,5-Methyl-1H-pyrazole-3-carboxylic acid,Angiopoietin-1 receptor;
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,Q00536,LITHOCHOLIC ACID,Protein kinase C theta type;
C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)C(=O)C[C@@]21C,Q00537,9-Fluoro-17-methyl-11-oxotestosterone,Activin receptor type-1;
CC1(C)[C@@H](O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C,Q02763,enoxolone,Macrophage-stimulating protein receptor;
C=C(C)[C@H]1CN[C@H](C(=O)O)[C@H]1CC(=O)O,Q04759,kainic acid,Protein kinase C delta type {ECO:0000305};
O=c1[nH]ccc2ccccc12,Q04771,1-Hydroxyisoquinoline,Epithelial discoidin domain-containing receptor 1;
O=C(NO)c1ccccc1,Q04912,N-Hydroxybenzamide,Myotonin-protein kinase;
O=C(O)c1ccnc(C(=O)O)c1,Q05655,"Pyridine-2,4-dicarboxylic acid",Mitogen-activated protein kinase kinase kinase kinase 2;
Nc1ccccn1,Q08345,2-AMINOPYRIDINE,Mitogen-activated protein kinase kinase kinase 12;
COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,Q09013,podophyllotoxin,Serine/threonine-protein kinase 4;
C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,Q12851,mestanolone,5'-AMP-activated protein kinase catalytic subunit alpha-1;
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,Q12852,Androstenediol,Serine/threonine-protein kinase PAK 1 {ECO:0000303|PubMed:8805275};
C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,Q13043,STANOLONE,Mitogen-activated protein kinase 7;
O=c1cc(-c2ccccc2)oc2ccccc12,Q13131,FLAVONE,Serine/threonine-protein kinase PAK 2;
OCCc1c[nH]c2ccccc12,Q13153,Tryptophol,cGMP-dependent protein kinase 2;
O=c1c(O)c(-c2ccccc2)oc2ccccc12,Q13164,3-Hydroxyflavone,Rho-associated protein kinase 1;
Nc1ccc2ccccc2n1,Q13177,2-AMINOQUINOLINE,Non-receptor tyrosine-protein kinase TNK1;
Oc1cc(Cl)cc(Cl)c1,Q13237,"3,5-DICHLOROPHENOL",Calcium/calmodulin-dependent protein kinase type II subunit beta;
N#Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2ncnc(N)c12,Q13464,TOYOCAMYCIN,Calcium/calmodulin-dependent protein kinase type II subunit delta;
Oc1cc(Cl)c(Cl)c(Cl)c1,Q13470,"3,4,5-TRICHLOROPHENOL",Dual specificity tyrosine-phosphorylation-regulated kinase 1A;
Cc1ccc2[nH]ccc2c1,Q13554,5-METHYLINDOLE,Activin receptor type-2B;
O=C(O)c1ccc[nH]1,Q13557,PYRROLE-2-CARBOXYLIC ACID,Bone morphogenetic protein receptor type-2;
c1ccc(-n2cccc2)cc1,Q13627,1-Phenylpyrrole,cGMP-dependent protein kinase 1;
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,Q13705,erythromycin,Cyclin-dependent kinase 13;
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,Q13873,Levonorgestrel,Calcium/calmodulin-dependent protein kinase type 1;
Oc1c(Cl)c(Cl)cc(Cl)c1Cl,Q13976,"2,3,5,6-TETRACHLOROPHENOL",Inhibitor of nuclear factor kappa-B kinase subunit epsilon;
O=c1oc2ccccc2cc1O,Q14004,3-Hydroxycoumarin,Protein-tyrosine kinase 2-beta;
c1ccc(-c2ccncc2)cc1,Q14012,4-PHENYLPYRIDINE,Maternal embryonic leucine zipper kinase;
CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,Q14164,VANCOMYCIN,Serine/threonine-protein kinase 38;
CC1(C)[C@@H](O[C@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C,Q14289,Glycyrrhizic acid,Ribosomal protein S6 kinase alpha-1;
CN1C[C@H](CO)C=C2c3cccc4[nH]cc(c34)C[C@H]21,Q14680,lysergol,Mitogen-activated protein kinase 11;
C[C@H]1CC(=O)C[C@@H]2CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@@]12C,Q15208,Mesterolone,Rhodopsin kinase GRK1;
c1ccc([Se][Se]c2ccccc2)cc1,Q15418,Diphenyl diselenide,Serine/threonine-protein kinase N1;
Cc1ccc2[nH]cc(CCN)c2c1,Q15759,5-Methyltryptamine,Serine/threonine-protein kinase N2;
C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@H](O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,Q15835,Hombreol,Calcium/calmodulin-dependent protein kinase type IV;
Cc1cccc(N)c1N,Q16512,"2,3-DIAMINOTOLUENE",Mitogen-activated protein kinase kinase kinase 11;
COc1ccc(OC)c(C(O)C(C)NC(C)(C)C)c1,Q16513,Butaxamine,Mitogen-activated protein kinase 6;
c1ccc(-c2nnc[nH]2)cc1,Q16566,"3-Phenyl-1H-1,2,4-triazole","Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform;"
CC(C)NCC(O)c1cccc(O)c1,Q16584,Metaterol,Discoidin domain-containing receptor 2;
N[C@@H]1C[C@H]1c1ccccc1,Q16659,tranylcypromine,AP2-associated protein kinase 1;
Nc1ncncn1,Q16816,"1,3,5-Triazin-2-amine",Serine/threonine-protein kinase SBK1;
CC(C)NC[C@@H](O)COc1cccc2ccccc12,Q16832,DEXPROPRANOLOL,Mitogen-activated protein kinase kinase kinase 19;
Cl[Se]c1ccccc1,Q2M2I8,5707-04-0,Serine/threonine-protein kinase TNNI3K;
O=[Se](O)c1ccccc1,Q52WX2,Benzeneseleninic acid,Leucine-rich repeat serine/threonine-protein kinase 2;
CC(C)NCC(O)c1ccc(O)cc1,Q56UN5,Deterenol,Serine/threonine-protein kinase MRCK gamma;
CC(C)(C)NCC(O)c1ccc(O)cc1,Q59H18,t-Butylnorsynephrine,Serine/threonine-protein kinase Nek5;
CC(C)(C)NCC(O)c1ccc(O)c(O)c1,Q5S007,Colterol,Serine/threonine-protein kinase ULK3;
CN(C)CCCc1ccccc1,Q6DT37,"N,N-dimethyl-3-phenylpropan-1-amine",Dual serine/threonine and tyrosine protein kinase;
NC(=O)Nc1cccc(C(F)(F)F)c1,Q6P3R8,13114-87-9,Mitogen-activated protein kinase kinase kinase 15;
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21CC,Q6PHR2,Gestrinone,Serine/threonine-protein kinase MARK2;
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,Q6XUX3,danazol,Serine/threonine-protein kinase TAO1;
CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,Q6ZN16,LISURIDE,Serine/threonine-protein kinase tousled-like 2;
Oc1cccc2cnccc12,Q7KZI7,5-Hydroxyisoquinoline,Serine/threonine-protein kinase pim-3;
COc1ccc(CC(C)N)c(OC)c1OC,Q7L7X3,"1-(2,3,4-trimethoxyphenyl)propan-2-amine",Myosin light chain kinase family member 4;
COc1cc(OC)c(OC)cc1CC(C)N,Q86UE8,"2,4,5-Trimethoxyamphetamine",Homeodomain-interacting protein kinase 1;
CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,Q86V86,timolol,Calcium/calmodulin-dependent protein kinase type 1D;
NC1CCc2ccccc2C1,Q86YV6,2954-50-9,Mitogen-activated protein kinase kinase kinase kinase 3;
C[S+](CC[C@H](N)C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,Q86Z02,S-adenosyl-L-methionine,Cyclin-dependent kinase-like 3 {ECO:0000305};
CCCC(=O)O[C@@H]1[C@@H](C)[C@@]2(O)[C@@H](C=C(CO)C[C@]3(O)C(=O)C(C)=C[C@@H]23)[C@@H]2C(C)(C)[C@]12OC(=O)CCC,Q8IU85,"Phorbol 12,13-dibutyrate",MAP kinase-activated protein kinase 5;
CC(C)NCC(O)COc1ccccc1C#N,Q8IVH8,38555-07-6,Serine/threonine-protein kinase NIM1;
Cc1cccc2sc3nncn3c12,Q8IVW4,TRICYCLAZOLE,Serine/threonine-protein kinase ULK2;
CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2,Q8IW41,nadolol,Misshapen-like kinase 1;
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3C(=C)C[C@@]21CC,Q8IY84,DESOGESTREL,Homeodomain-interacting protein kinase 4;
Cc1nc[nH]c1CSCCN=C(N)NCCCc1cnc[nH]1,Q8IYT8,IMPROMIDINE,Myosin-IIIa;
CC(C)NC[C@H](O)COc1ccc(O)cc1,Q8N4C8,Prenalterol,Ankyrin repeat and protein kinase domain-containing protein 1;
Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,Q8NE63,paroxetine,Serine/threonine-protein kinase Nek11;
C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,Q8NEV4,captopril,Serine/threonine-protein kinase Nek9 {ECO:0000305};
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,Q8NFD2,staurosporine,Serine/threonine-protein kinase BRSK1;
CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,Q8NG66,ketoconazole,Serine/threonine-protein kinase 35;
N=C(N)c1ccc(Oc2ccc(-c3cc4ccc(C(=N)N)cc4[nH]3)cc2)cc1,Q8TD19,2-[4-(4-carbamimidoylphenoxy)phenyl]-1H-indole-6-carboximidamide,Serine/threonine-protein kinase Nek7 {ECO:0000305|PubMed:31409757};
C=C[C@@]1(C)CC(=O)[C@@]2(O)[C@](C)(O1)[C@@H](OC(C)=O)[C@@H](O)[C@H]1C(C)(C)CC[C@H](O)[C@@]12C,Q8TDC3,forskolin,Rhodopsin kinase GRK7;
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,Q8TDR2,lovastatin,Serine/threonine-protein kinase 32A;
CNCC[C@@H](Oc1ccccc1C)c1ccccc1,Q8TDX7,Atomoxetine,Myosin-IIIb;
O=c1[nH]c(=O)n(COCCO)cc1Cc1ccccc1,Q8WTQ7,5-Benzylacyclouridine,Cyclin-dependent kinase-like 2 {ECO:0000305};
CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,Q8WU08,itraconazole,Mitogen-activated protein kinase kinase kinase kinase 1;
COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,Q8WXR4,ESMOLOL,"Atypical kinase COQ8B, mitochondrial {ECO:0000305};"
CC(C)NC[C@H](O)COc1ccc(CCOCC2CC2)cc1,Q92772,Levobetaxolol,MAP/microtubule affinity-regulating kinase 4 {ECO:0000305};
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,Q92918,topotecan,Calcium/calmodulin-dependent protein kinase type 1G;
CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,Q96D53,zolmitriptan,Serine/threonine-protein kinase Nek1;
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Q96L34,adenosine,Cyclin-dependent kinase 15;
c1ccc(CNc2ncnc3nc[nH]c23)cc1,Q96NX5,6-Benzylaminopurine,Calcium/calmodulin-dependent protein kinase kinase 2;
COc1ccc(OC)c(CC(C)N)c1,Q96PY6,"2,5-Dimethoxyamphetamine",SRSF protein kinase 1;
O=c1[nH]cnc2ccccc12,Q96Q40,4-Hydroxyquinazoline,Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase;
OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,Q96RR4,beta-D-glucose,Mitogen-activated protein kinase kinase kinase 5;
O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,Q96SB4,(-)-Epigallocatechin gallate,Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha {ECO:0000305|PubMed:19158393};
C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,Q99640,25-Hydroxycholesterol,Serine/threonine-protein kinase RIO1;
NC(=O)c1ncn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c1N,Q99683,AICA ribonucleotide,Serine/threonine-protein kinase RIO2;
COc1ccc(CCN(C)CCC[C@](C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,Q99755,Dexverapamil,Transient receptor potential cation channel subfamily M member 6;
COc1cc2c(cc1O)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,Q9BRS2,2-Methoxyestradiol,Testis-specific serine/threonine-protein kinase 1;
Oc1c(Cl)c(Cl)c(O)c(Cl)c1Cl,Q9BVS4,Tetrachlorohydroquinone,Serine/threonine-protein kinase 33;
O=C(O)c1ccc(-c2ccc([N+](=O)[O-])cc2)cc1,Q9BX84,92-89-7,Serine/threonine-protein kinase D2;
O=C(O)c1ccc(-c2ccccc2)cc1,Q9BXA7,4-Biphenylcarboxylic acid,Serine/threonine-protein kinase DCLK3;
COc1c(C(C)=O)c(O)c(OC)c2occc12,Q9BYT3,Khellinone,Serine/threonine-protein kinase SIK2;
Oc1cccc2c1CCCC2,Q9BZL6,"5,6,7,8-Tetrahydro-1-naphthol","Myosin light chain kinase 2, skeletal/cardiac muscle;"
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,Q9C098,sertraline,Serine/threonine-protein kinase TAO3;
c1ccc(-c2c[nH]cn2)cc1,Q9H0K1,4-Phenylimidazole,Homeodomain-interacting protein kinase 2;
c1ccc(-c2ncc[nH]2)cc1,Q9H1R3,2-Phenylimidazole,Dual specificity protein kinase CLK4;
Cc1cccc2cc[nH]c12,Q9H2K8,7-Methylindole,Serine/threonine-protein kinase Nek6 {ECO:0000305|PubMed:11516946};
c1ccc(-n2cccn2)cc1,Q9H2X6,1-Phenylpyrazole,Casein kinase I isoform gamma-1;
C[N+]1(C)[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21,Q9HAZ1,methscopolamine,SNF-related serine/threonine-protein kinase;
CC(C)NCC(O)COc1ccccc1C1CC1,Q9HC98,Procinolol,Serine/threonine-protein kinase LATS2;
CC(C)C[C@H](NC(=O)[C@@H](O)[C@H](N)Cc1ccccc1)C(=O)O,Q9HCP0,Bestatin,Serine/threonine-protein kinase 36;
O=C1COc2ccccc2N1,Q9NRH2,"2H-1,4-Benzoxazin-3(4H)-one",BMP-2-inducible protein kinase {ECO:0000250|UniProtKB:Q91Z96};
O=C(c1ccc(O)cc1)c1ccc(O)cc1O,Q9NRM7,"2,4,4'-Trihydroxybenzophenone",Interleukin-1 receptor-associated kinase 4;
O=S(=O)(Nc1ccccc1)c1ccccc1,Q9NRP7,Benzenesulfonanilide,Mitogen-activated protein kinase kinase kinase 20 {ECO:0000305};
O=C(O)c1ccc(Oc2ccccc2)cc1,Q9NSY1,4-Phenoxybenzoic acid,Serine/threonine-protein kinase PLK2;
Cc1cc(=O)oc2ccc(O)cc12,Q9NWZ3,6-Hydroxy-4-methylcoumarin,Serine/threonine-protein kinase PAK 5 {ECO:0000305};
CO[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,Q9NYL2,3396-99-4,eIF-2-alpha kinase GCN2 {ECO:0000250|UniProtKB:Q9QZ05};
CN(C)CCC(=O)c1ccccc1,Q9NYY3,3-(dimethylamino)-1-phenylpropan-1-one,Serine/threonine-protein kinase NLK;
COC(=O)[C@@H](N)Cc1c[nH]c2ccccc12,Q9P286,Methyl L-tryptophanate,Phosphatidylinositol 4-kinase beta {ECO:0000305};
CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Q9P2K8,rosiglitazone,Death-associated protein kinase 2;
NS(=O)(=O)C(F)(F)F,Q9UBE8,Trifluoromethanesulfonamide,Serine/threonine-protein kinase tousled-like 1;
CCOC(=O)C1CCC(=O)C=C1C,Q9UBF8,487-51-4,SRSF protein kinase 3;
Cc1cc(O)[nH]c(=O)c1C#N,Q9UIK4,5444-02-0,Cyclin-dependent kinase 11A;
CN(C)CCNc1ccccc1,Q9UKI8,"N,N-Dimethyl-N'-phenylethylenediamine",Aurora kinase C;
O=P(O)(O)Cc1ccccc1,Q9UPE1,Benzylphosphonic acid,Calcium/calmodulin-dependent protein kinase type II subunit alpha;
c1ccc(-n2ccnc2)cc1,Q9UQ88,1-Phenylimidazole,RAC-gamma serine/threonine-protein kinase;
C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,Q9UQB9,Bexarotene,Serine/threonine-protein kinase 38-like;
O=C(c1ccccc1)c1cccc(O)c1,Q9UQM7,3-Hydroxybenzophenone,Microtubule-associated serine/threonine-protein kinase 1;
O=C1NC(=O)C(c2ccccc2)O1,Q9Y243,"5-PHENYLOXAZOLIDINE-2,4-DIONE",Mitogen-activated protein kinase kinase kinase 2;
c1ccc(-c2nnn[nH]2)cc1,Q9Y2H1,5-Phenyl-1H-tetrazole,Dual specificity tyrosine-phosphorylation-regulated kinase 1B;
CN1CCC[C@H]1c1cccnc1,Q9Y2H9,nicotine,Serine/threonine-protein kinase MRCK beta;
CCCCCCOC(=O)c1cccnc1,Q9Y2U5,Hexyl nicotinate,Interleukin-1 receptor-associated kinase 3;
CC(C)(C)NCC(O)CO,Q9Y463,"3-(tert-Butylamino)propane-1,2-diol",Serine/threonine-protein kinase 24;
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,Q9Y5S2,17alpha-Hydroxypregnenolone,Casein kinase I isoform gamma-3;
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,Q9Y616,4-Cholesten-3-one,Mitogen-activated protein kinase kinase kinase 4;
CC(C)NCC(O)COc1ccc(O)c2ccccc12,Q9Y6E0,4-Hydroxypropranolol,Histone deacetylase 7;
O=C(O[C@@H]1[C@@H]2O[C@]2(CO)[C@H]2[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)OC=C[C@@H]12)c1ccc(O)cc1,Q9Y6M4,Catalposide,Histone deacetylase 2 {ECO:0000305};
CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,Q9Y6R4,1824-94-8,"Histone deacetylase 8 {ECO:0000303|PubMed:10748112, ECO:0000303|PubMed:10926844};"
O=C1C(=O)c2cc([N+](=O)[O-])ccc2-c2ccccc21,Q8WUI4,"2-nitrophenanthrene-9,10-dione",Histone deacetylase 6;
O=C(O)c1cc2ccccc2s1,Q92769,Benzo[b]thiophene-2-carboxylic acid,5-hydroxytryptamine receptor 2C {ECO:0000305};
CCCCCCCCOC(=O)c1cccnc1,Q9BY41,Octyl nicotinate,5-hydroxytryptamine receptor 1D;
O=P(O)(O)Cc1cccc2ccccc12,Q9UBN7,4730-77-2,cGMP-gated cation channel alpha-1;
N#Cc1ccc(O)[nH]c1=O,P28335,"2,6-Dihydroxy-3-cyanopyridine",Transthyretin;
CC1(C)SSC(C)(C)[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H]1C(=O)O,P79400,DPDPE,Peroxisome proliferator-activated receptor gamma;
Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,Q00194,Rimonabant,Peroxisome proliferator-activated receptor alpha;
CCCCCCC(C)(C)c1ccc([C@@H]2C[C@H](O)CC[C@H]2CCCO)c(O)c1,P02766,CP55940,Mineralocorticoid receptor;
COc1ccccc1CN[C@H]1C2CCN(CC2)[C@H]1C(c1ccccc1)c1ccccc1,P37231,132746-60-2,Estrogen receptor;
CCCc1c(OCC(O)COc2ccc3c(=O)cc(C(=O)O)oc3c2CCC)ccc(C(C)=O)c1O,Q07869,Fpl 55712,Estrogen receptor beta;
CN(C(=O)Cc1ccccc1)[C@H]1CC[C@@]2(CCCO2)C[C@@H]1N1CCCC1,P08235,U-69593,Muscarinic acetylcholine receptor M1;
CC(C)CNCC(O)COc1cccc2ccccc12,P03372,"PROPRANOLOL, dl",Thyroid hormone receptor alpha;
COC(=O)c1cc2c(cn1)[nH]c1ccccc12,Q92731,beta-CCM,Thyroid hormone receptor beta;
Cc1cc(C[C@H](N)C(=O)O)cc(C)c1Oc1ccc(O)c(C(C)C)c1,P11229,26384-44-1,Oxysterol-binding protein 2;
COc1cc(N)c(Cl)cc1C(=O)NC1CN2CCC1CC2,P10827,Zacopride,Synaptic vesicular amine transporter;
COC(=O)[C@H]1[C@@H](c2ccc(I)cc2)C[C@@H]2CC[C@H]1N2C,P10828,Iometopane,Heat shock cognate 71 kDa protein {ECO:0000250|UniProtKB:P11142};
CCCCCCCOC1OC(CO)C(O)C(O)C1O,Q969R2,Heptyl D-glucoside,2-dehydropantoate 2-reductase {ECO:0000305};
COc1cc(C(=O)NS(=O)(=O)c2ccccc2)ccc1Cn1ncc2ccc(NC(=O)OC3CCCC3)cc21,Q01827,Ici 198615,Heat shock cognate 71 kDa protein {ECO:0000305};
CC[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]2(C)[C@H]1C(=O)CO,P19120,Org 2058,Alpha-1D adrenergic receptor;
OC[C@H]1O[C@@H](S[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O,P0A9J4,Thiodigalactoside,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase {ECO:0000255|HAMAP-Rule:MF_00107};"
COc1cccc(OC)c1-c1cc(C(=O)NC2(C(=O)O)C3CC4CC(C3)CC2C4)nn1-c1ccnc2cc(Cl)ccc12,P11142,Meclinertant,Galectin-8 {ECO:0000303|Ref.2};
CN1CC[C@@]2(C)c3cc(O)ccc3N(C)[C@@H]12,P23944,Eseroline,Galectin-1;
COc1cc(C[C@H]2COC(=O)[C@@H]2Cc2ccc(O)c(OC)c2)ccc1O,Q63T71,Matairesinol,Galectin-7;
Cn1cc(C(=O)OCC2CCN(CCNS(C)(=O)=O)CC2)c2ccccc21,O00214,GR 113808,Progesterone receptor;
CCCCCCCC(=O)[O-],P09382,octanoate,Baculoviral IAP repeat-containing protein 5;
CCCN[C@H]1CCc2nc(N)sc2C1,P47929,pramipexole,Pentachlorophenol 4-monooxygenase;
O=C(O)c1ccc(-c2ccccc2)nc1,P06401,6-Phenylnicotinic acid,DNA repair and recombination protein RadA;
O=C(O)c1cnn(-c2ccccc2)c1,O15392,1-Phenyl-1H-pyrazole-4-carboxylic acid,Stromelysin-1;
CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,P08254,methyl lactoside,Acetylcholinesterase;
O=C(O)C1=C[C@@H](OP(=O)(O)O)[C@@H](O)[C@H](O)C1,Q15382,shikimate-3-phosphate,Sigma non-opioid intracellular receptor 1;
COC(=O)C(N)Cc1c[nH]c2ccccc12,P42535,Methyl 2-amino-3-(1H-indol-3-yl)propanoate,Mitogen-activated protein kinase 12;
Br[Se]c1ccccc1,O74036,Phenylselenyl bromide,Serine/threonine-protein kinase ULK3;
